Node	X Location (m)	Y Location (m)	Z Location (m)	
5532	3.4562e-002	8.6389e-002	5.2776e-002	
5533	3.5039e-002	8.6649e-002	5.1381e-002	
5534	3.3175e-002	8.7831e-002	5.0566e-002	
5535	3.4462e-002	8.8625e-002	5.1739e-002	
5536	5.1709e-002	6.8073e-002	5.6357e-002	
5537	5.1093e-002	6.5529e-002	5.432e-002	
5538	5.0627e-002	6.6026e-002	5.4362e-002	
5539	5.3475e-002	6.5549e-002	5.5636e-002	
5540	5.054e-002	6.7058e-002	5.5018e-002	
5541	5.3388e-002	6.6581e-002	5.6292e-002	
5542	5.4605e-002	6.5471e-002	5.3491e-002	
5543	5.1815e-002	6.5534e-002	5.3475e-002	
5544	5.1826e-002	6.7515e-002	5.417e-002	
5545	4.9374e-002	7.0918e-002	5.6661e-002	
5546	4.8164e-002	7.4092e-002	5.785e-002	
5547	4.6156e-002	7.3123e-002	5.5734e-002	
5548	4.8206e-002	6.9903e-002	5.5322e-002	
5549	4.5995e-002	7.1929e-002	5.4898e-002	
5550	4.6038e-002	7.1567e-002	5.4893e-002	
5551	4.8444e-002	7.351e-002	5.4711e-002	
5552	4.9492e-002	7.0359e-002	5.4474e-002	
5553	4.7036e-002	7.073e-002	5.354e-002	
5554	4.7031e-002	7.2102e-002	5.4093e-002	
5555	3.8764e-002	7.3959e-002	5.1643e-002	
5556	3.7821e-002	7.5378e-002	5.1665e-002	
5557	3.845e-002	7.3511e-002	5.1492e-002	
5558	3.7368e-002	7.5403e-002	5.0263e-002	
5559	3.8486e-002	7.45e-002	5.0936e-002	
5560	7.3397e-002	5.9279e-002	5.9519e-002	
5561	7.1421e-002	6.0049e-002	5.9368e-002	
5562	7.0247e-002	6.1667e-002	6.0002e-002	
5563	6.9212e-002	6.3148e-002	6.0562e-002	
5564	7.1241e-002	6.e-002	5.9214e-002	
5565	7.5384e-002	5.9173e-002	5.9771e-002	
5566	7.6808e-002	6.0065e-002	6.0472e-002	
5567	6.7978e-002	6.5521e-002	6.199e-002	
5568	7.7136e-002	6.3123e-002	6.2152e-002	
5569	7.0031e-002	6.7147e-002	6.362e-002	
5570	7.5049e-002	6.4902e-002	6.3035e-002	
5571	7.2795e-002	6.795e-002	6.4575e-002	
5572	7.2852e-002	6.194e-002	5.8025e-002	
5573	7.3759e-002	6.5871e-002	6.0098e-002	
5574	7.1953e-002	5.6521e-002	5.7273e-002	
5575	7.5916e-002	5.5645e-002	5.7675e-002	
5576	7.3384e-002	5.8412e-002	5.593e-002	
5577	7.2796e-002	5.6402e-002	5.4589e-002	
5578	6.9797e-002	5.7242e-002	5.6968e-002	
5579	7.1408e-002	5.9182e-002	5.5779e-002	
5580	7.082e-002	5.7171e-002	5.4438e-002	
5581	0.12052	5.7933e-002	5.7214e-002	
5582	0.12552	6.2884e-002	5.737e-002	
5583	0.12667	6.0667e-002	5.66e-002	
5584	0.11926	6.2138e-002	5.9017e-002	
5585	0.11862	5.8835e-002	5.7942e-002	
5586	0.12234	6.504e-002	5.8963e-002	
5587	0.1232	6.3252e-002	5.403e-002	
5588	0.12433	5.9766e-002	5.5285e-002	
5589	0.12077	6.1149e-002	5.6209e-002	
5590	0.11608	5.6433e-002	5.7595e-002	
5591	0.11834	5.5014e-002	5.3674e-002	
5592	0.12178	5.7365e-002	5.4938e-002	
5593	0.11822	5.8747e-002	5.5862e-002	
5594	9.6668e-002	5.3721e-002	5.7963e-002	
5595	9.6205e-002	5.1115e-002	5.2914e-002	
5596	0.13552	7.7979e-002	5.6577e-002	
5597	0.13883	7.9202e-002	5.5092e-002	
5598	0.14109	7.4091e-002	5.035e-002	
5599	0.13598	7.8158e-002	5.3024e-002	
5600	0.13595	7.1947e-002	5.0892e-002	
5601	0.1412	7.8364e-002	5.0977e-002	
5602	0.12912	6.3217e-002	5.641e-002	
5603	0.12479	6.759e-002	5.8773e-002	
5604	0.12724	7.014e-002	5.8583e-002	
5605	0.12564	6.5802e-002	5.384e-002	
5606	0.13041	6.61e-002	5.2147e-002	
5607	0.12677	6.2316e-002	5.5095e-002	
5608	0.13157	6.3882e-002	5.1377e-002	
5609	0.13144	5.7686e-002	5.0917e-002	
5610	0.12793	6.0099e-002	5.4325e-002	
5611	0.14102	0.10165	5.4152e-002	
5612	0.13815	9.8505e-002	5.604e-002	
5613	0.13686	0.10711	5.6399e-002	
5614	0.13676	0.10491	5.678e-002	
5615	0.13621	0.102	5.7266e-002	
5616	0.1348	0.10917	5.2563e-002	
5617	0.13575	0.10144	5.2859e-002	
5618	0.14149	0.10337	5.0651e-002	
5619	0.13996	0.10794	4.9613e-002	
5620	0.13991	9.5849e-002	5.5125e-002	
5621	0.14351	9.9315e-002	5.2649e-002	
5622	0.14365	9.767e-002	5.278e-002	
5623	0.14221	9.6096e-002	5.3724e-002	
5624	0.14372	9.7407e-002	5.0779e-002	
5625	0.13751	9.8781e-002	5.1944e-002	
5626	0.14324	0.10071	4.9736e-002	
5627	0.13909	9.0455e-002	5.5895e-002	
5628	0.13578	8.9232e-002	5.738e-002	
5629	0.13509	9.6199e-002	5.8239e-002	
5630	0.13306	9.3944e-002	5.9349e-002	
5631	0.13379	8.9854e-002	5.8549e-002	
5632	0.13935	9.2946e-002	5.5611e-002	
5633	0.13464	9.5632e-002	5.3832e-002	
5634	0.13864	9.0458e-002	5.3119e-002	
5635	0.13379	9.1029e-002	5.6089e-002	
5636	0.13987	8.4744e-002	5.5146e-002	
5637	0.13783	8.6988e-002	5.6263e-002	
5638	0.14139	9.0702e-002	5.4494e-002	
5639	0.14069	8.8214e-002	5.2002e-002	
5640	0.12501	0.13745	5.8653e-002	
5641	0.12343	0.13074	6.2965e-002	
5642	0.122	0.13845	6.111e-002	
5643	0.12124	0.13581	6.3237e-002	
5644	0.12501	0.1296	5.8156e-002	
5645	0.12353	0.13813	5.6177e-002	
5646	0.12036	0.13309	5.8733e-002	
5647	0.11812	0.13898	6.0162e-002	
5648	0.12279	0.14096	5.8881e-002	
5649	0.12469	0.14172	5.6538e-002	
5650	0.12432	0.14064	5.3948e-002	
5651	0.11826	0.15124	5.5345e-002	
5652	0.11993	0.15201	5.287e-002	
5653	0.12039	0.14848	5.5847e-002	
5654	0.12249	0.14804	5.4166e-002	
5655	0.11818	0.14878	5.2202e-002	
5656	0.12233	0.14576	5.2237e-002	
5657	0.11854	0.15177	5.0939e-002	
5658	0.13095	0.12006	5.9093e-002	
5659	0.13026	0.11186	6.0741e-002	
5660	0.13287	0.11346	5.8647e-002	
5661	0.12814	0.11792	6.1965e-002	
5662	0.12938	0.12051	6.0294e-002	
5663	0.12857	0.11482	6.1575e-002	
5664	0.1308	0.11552	5.481e-002	
5665	0.12853	0.12064	5.7496e-002	
5666	0.1269	0.1152	5.9252e-002	
5667	0.12906	0.12355	5.9824e-002	
5668	0.12821	0.12368	5.7026e-002	
5669	9.8526e-002	0.16963	4.1719e-002	
5670	9.144e-002	0.17282	3.6909e-002	
5671	9.4943e-002	0.17232	3.6807e-002	
5672	9.3416e-002	0.17073	4.2312e-002	
5673	9.7444e-002	0.16934	4.2853e-002	
5674	9.0812e-002	0.17152	3.9973e-002	
5675	9.645e-002	0.16751	4.068e-002	
5676	9.3249e-002	0.1693	3.7578e-002	
5677	0.10039	0.16765	4.4527e-002	
5678	9.9394e-002	0.16583	4.2355e-002	
5679	0.11169	0.15852	5.2393e-002	
5680	0.11392	0.15438	5.5981e-002	
5681	0.11559	0.15516	5.3507e-002	
5682	0.10832	0.15952	5.3636e-002	
5683	0.1109	0.15582	5.7061e-002	
5684	0.1152	0.15622	5.2655e-002	
5685	0.11058	0.15331	5.1324e-002	
5686	0.11384	0.15193	5.2839e-002	
5687	0.10809	0.15709	5.0018e-002	
5688	0.10757	0.15431	5.6161e-002	
5689	0.11099	0.1522	5.6425e-002	
5690	0.1142	0.15491	5.1575e-002	
5691	0.10687	0.16154	5.1752e-002	
5692	0.10664	0.15911	4.8134e-002	
5693	0.11116	0.15881	4.505e-002	
5694	0.11276	0.15693	4.9692e-002	
5695	8.6858e-002	0.17508	3.0013e-002	
5696	8.432e-002	0.17224	2.798e-002	
5697	8.7949e-002	0.17314	2.3843e-002	
5698	8.2089e-002	0.17411	2.4344e-002	
5699	9.0803e-002	0.17382	3.3671e-002	
5700	8.2798e-002	0.17418	3.3451e-002	
5701	8.6672e-002	0.17302	3.6838e-002	
5702	8.4601e-002	0.17377	3.527e-002	
5703	8.4762e-002	0.17148	3.1741e-002	
5704	8.9109e-002	0.1708	3.4442e-002	
5705	8.8265e-002	0.17098	3.1639e-002	
5706	9.1893e-002	0.17188	2.7501e-002	
5707	9.2611e-002	0.17031	3.4339e-002	
5708	9.632e-002	0.17143	3.0483e-002	
5709	6.7395e-002	0.17261	3.2333e-002	
5710	6.8449e-002	0.17333	3.0887e-002	
5711	7.3612e-002	0.17274	3.6388e-002	
5712	7.4508e-002	0.1737	3.3073e-002	
5713	6.7912e-002	0.17199	3.4949e-002	
5714	6.9091e-002	0.17216	3.5552e-002	
5715	7.0538e-002	0.17185	3.7237e-002	
5716	7.1084e-002	0.17089	2.927e-002	
5717	7.0588e-002	0.17001	3.4413e-002	
5718	7.424e-002	0.17287	2.7728e-002	
5719	4.7016e-002	0.16433	3.0829e-002	
5720	4.4901e-002	0.16336	2.8342e-002	
5721	4.5353e-002	0.16331	2.9453e-002	
5722	4.7761e-002	0.16409	2.7203e-002	
5723	4.5998e-002	0.16294	2.8777e-002	
5724	6.5126e-002	0.17258	3.0202e-002	
5725	6.4589e-002	0.17124	3.4264e-002	
5726	6.1266e-002	0.1705	3.3579e-002	
5727	6.3633e-002	0.16884	3.2e-002	
5728	6.7265e-002	0.16927	3.3729e-002	
5729	6.4686e-002	0.16955	3.0554e-002	
5730	6.8814e-002	0.17085	2.714e-002	
5731	6.8319e-002	0.16998	3.2283e-002	
5732	4.2502e-002	0.16096	2.9383e-002	
5733	4.1897e-002	0.15953	3.1737e-002	
5734	4.2955e-002	0.16091	3.0493e-002	
5735	4.2528e-002	0.16009	3.1897e-002	
5736	4.2177e-002	0.15849	3.0792e-002	
5737	4.2637e-002	0.15979	2.8457e-002	
5738	4.36e-002	0.16053	2.9817e-002	
5739	3.8298e-002	0.1547	3.3999e-002	
5740	3.9084e-002	0.15612	3.2916e-002	
5741	3.9117e-002	0.15568	3.4055e-002	
5742	4.0298e-002	0.15607	3.1968e-002	
5743	3.7994e-002	0.15409	3.1712e-002	
5744	3.9619e-002	0.15472	3.3471e-002	
5745	3.5824e-002	0.15154	3.5133e-002	
5746	3.5172e-002	0.15013	3.6122e-002	
5747	3.5992e-002	0.15109	3.6167e-002	
5748	3.5844e-002	0.14902	3.566e-002	
5749	3.7268e-002	0.15097	3.524e-002	
5750	3.4727e-002	0.14992	3.3779e-002	
5751	3.7545e-002	0.15328	3.5051e-002	
5752	3.6811e-002	0.15187	3.6089e-002	
5753	3.7595e-002	0.15283	3.6165e-002	
5754	3.8087e-002	0.15175	3.5161e-002	
5755	3.7241e-002	0.15267	3.2763e-002	
5756	3.5546e-002	0.1507	3.3701e-002	
5757	3.4361e-002	0.14851	3.7092e-002	
5758	3.458e-002	0.14806	3.81e-002	
5759	3.3782e-002	0.14708	3.8024e-002	
5760	3.5033e-002	0.1474	3.6631e-002	
5761	3.2467e-002	0.14526	3.6607e-002	
5762	3.3916e-002	0.1483	3.475e-002	
5763	3.2246e-002	0.14738	3.5526e-002	
5764	3.4418e-002	0.14544	3.7708e-002	
5765	3.3132e-002	0.14189	4.2405e-002	
5766	3.2718e-002	0.14048	4.3255e-002	
5767	3.3301e-002	0.14144	4.3453e-002	
5768	3.4076e-002	0.14051	4.2307e-002	
5769	3.2006e-002	0.14002	4.0964e-002	
5770	3.3504e-002	0.14027	4.3283e-002	
5771	2.9428e-002	0.13521	4.3668e-002	
5772	3.0994e-002	0.13716	4.3827e-002	
5773	3.073e-002	0.13574	4.4571e-002	
5774	3.1287e-002	0.13671	4.4789e-002	
5775	3.009e-002	0.13476	4.4375e-002	
5776	3.1522e-002	0.13623	4.355e-002	
5777	3.0777e-002	0.13469	4.2166e-002	
5778	2.8419e-002	0.13281	4.4281e-002	
5779	2.9872e-002	0.13475	4.4516e-002	
5780	2.9232e-002	0.13377	4.432e-002	
5781	2.8167e-002	0.13271	4.292e-002	
5782	2.8194e-002	0.13533	4.1362e-002	
5783	2.9919e-002	0.1337	4.2111e-002	
5784	2.956e-002	0.13259	4.3973e-002	
5785	2.8314e-002	0.12432	4.7845e-002	
5786	2.8255e-002	0.12716	4.6728e-002	
5787	2.889e-002	0.12669	4.7455e-002	
5788	2.8883e-002	0.12527	4.8016e-002	
5789	2.6983e-002	0.12411	4.5732e-002	
5790	2.9327e-002	0.12472	4.6817e-002	
5791	2.7926e-002	0.12643	4.562e-002	
5792	2.9987e-002	0.1262	4.7099e-002	
5793	2.8252e-002	0.12999	4.557e-002	
5794	2.9082e-002	0.13236	4.4988e-002	
5795	2.8937e-002	0.13093	4.5653e-002	
5796	2.8016e-002	0.1313	4.3588e-002	
5797	2.7923e-002	0.12926	4.4462e-002	
5798	2.941e-002	0.13118	4.4641e-002	
5799	2.7802e-002	0.11673	4.9348e-002	
5800	2.808e-002	0.11911	4.9174e-002	
5801	2.8251e-002	0.11768	4.9605e-002	
5802	2.8297e-002	0.11912	4.7815e-002	
5803	2.8412e-002	0.11692	4.8041e-002	
5804	2.6935e-002	0.11771	4.7145e-002	
5805	2.8482e-002	0.12149	4.8914e-002	
5806	2.8947e-002	0.12245	4.9176e-002	
5807	2.8923e-002	0.12385	4.8596e-002	
5808	2.8699e-002	0.1215	4.7555e-002	
5809	2.9367e-002	0.1233	4.7397e-002	
5810	2.6799e-002	0.10724	5.0118e-002	
5811	2.6935e-002	0.10961	4.9984e-002	
5812	2.7321e-002	0.10818	5.0298e-002	
5813	2.6287e-002	0.10881	4.8853e-002	
5814	2.8321e-002	0.11389	5.0166e-002	
5815	2.8503e-002	0.11627	5.0008e-002	
5816	2.8706e-002	0.11484	5.0465e-002	
5817	2.8664e-002	0.1155	4.8444e-002	
5818	2.9488e-002	0.11448	5.0286e-002	
5819	2.8295e-002	0.11357	4.9364e-002	
5820	2.7132e-002	0.10466	5.0426e-002	
5821	2.7637e-002	0.10323	5.0624e-002	
5822	2.7212e-002	0.10386	4.9532e-002	
5823	2.7809e-002	0.10439	5.0579e-002	
5824	2.7825e-002	0.10676	5.056e-002	
5825	2.8254e-002	0.10535	5.0879e-002	
5826	2.7384e-002	0.10502	4.9487e-002	
5827	2.6792e-002	0.10739	4.9116e-002	
5828	2.8555e-002	0.10639	5.0263e-002	
5829	3.0788e-002	9.8241e-002	5.2211e-002	
5830	3.1068e-002	9.5867e-002	5.2054e-002	
5831	3.1324e-002	9.6823e-002	5.2458e-002	
5832	3.1617e-002	9.6908e-002	5.1399e-002	
5833	2.8774e-002	9.7269e-002	5.0025e-002	
5834	3.0232e-002	9.5757e-002	5.0605e-002	
5835	3.0338e-002	9.8178e-002	5.1086e-002	
5836	2.8834e-002	0.10155	5.1088e-002	
5837	3.0226e-002	9.9662e-002	5.198e-002	
5838	2.9721e-002	0.10108	5.1694e-002	
5839	3.0445e-002	0.10062	5.2425e-002	
5840	2.9269e-002	0.10077	5.0055e-002	
5841	2.9776e-002	9.9598e-002	5.0855e-002	
5842	3.4348e-002	8.9708e-002	5.3505e-002	
5843	3.4886e-002	8.7333e-002	5.3174e-002	
5844	3.5025e-002	8.8287e-002	5.3653e-002	
5845	3.5363e-002	8.7593e-002	5.1779e-002	
5846	3.4787e-002	8.9569e-002	5.2137e-002	
5847	3.8711e-002	7.9269e-002	5.312e-002	
5848	3.8298e-002	7.7367e-002	5.2268e-002	
5849	3.9497e-002	7.6895e-002	5.2643e-002	
5850	3.9611e-002	7.8326e-002	5.3411e-002	
5851	3.7844e-002	7.7392e-002	5.0866e-002	
5852	3.9977e-002	7.8179e-002	5.1674e-002	
5853	3.8739e-002	7.9032e-002	5.2045e-002	
5854	3.805e-002	8.1641e-002	5.3534e-002	
5855	3.9775e-002	7.9274e-002	5.3883e-002	
5856	3.8938e-002	8.1178e-002	5.4108e-002	
5857	4.0394e-002	8.0707e-002	5.5286e-002	
5858	3.9431e-002	8.1599e-002	5.2929e-002	
5859	3.8904e-002	7.998e-002	5.2517e-002	
5860	5.0324e-002	7.3313e-002	5.8856e-002	
5861	5.4257e-002	7.1037e-002	5.9834e-002	
5862	5.3258e-002	7.1944e-002	5.9701e-002	
5863	5.0366e-002	6.9124e-002	5.6328e-002	
5864	5.3214e-002	6.8647e-002	5.7602e-002	
5865	5.4421e-002	7.1629e-002	5.7744e-002	
5866	5.0604e-002	7.2731e-002	5.5717e-002	
5867	5.1652e-002	6.958e-002	5.548e-002	
5868	6.6594e-002	6.2008e-002	5.895e-002	
5869	6.8623e-002	5.886e-002	5.7602e-002	
5870	7.0234e-002	6.08e-002	5.6412e-002	
5871	6.4324e-002	6.5862e-002	6.0938e-002	
5872	6.9199e-002	6.2281e-002	5.6972e-002	
5873	6.4855e-002	6.6416e-002	5.7075e-002	
5874	7.0106e-002	6.6212e-002	5.9046e-002	
5875	3.8991e-002	7.4993e-002	5.1866e-002	
5876	4.1135e-002	7.3098e-002	5.2235e-002	
5877	4.0191e-002	7.4521e-002	5.2241e-002	
5878	3.962e-002	7.3126e-002	5.1693e-002	
5879	4.032e-002	7.3236e-002	5.0407e-002	
5880	3.9656e-002	7.4114e-002	5.1136e-002	
5881	3.9249e-002	7.5941e-002	5.2263e-002	
5882	3.7595e-002	7.6437e-002	5.0486e-002	
5883	3.9728e-002	7.7225e-002	5.1294e-002	
5884	3.8714e-002	7.5534e-002	5.1158e-002	
5885	7.1228e-002	5.9133e-002	5.5625e-002	
5886	7.064e-002	5.7122e-002	5.4284e-002	
5887	7.9326e-002	5.6431e-002	5.8628e-002	
5888	8.041e-002	5.626e-002	5.4276e-002	
5889	7.5371e-002	5.8306e-002	5.6181e-002	
5890	7.4782e-002	5.6295e-002	5.4841e-002	
5891	0.11481	6.0639e-002	5.9399e-002	
5892	0.11096	6.2319e-002	6.0683e-002	
5893	0.11854	6.6844e-002	6.042e-002	
5894	0.11663	6.7746e-002	6.1149e-002	
5895	0.11171	6.5641e-002	6.1809e-002	
5896	0.11411	6.7006e-002	5.7649e-002	
5897	0.11216	6.77e-002	6.0397e-002	
5898	0.11696	6.2953e-002	5.7666e-002	
5899	0.11411	6.2733e-002	5.4996e-002	
5900	0.11032	5.9015e-002	5.9608e-002	
5901	0.11193	5.6523e-002	5.8428e-002	
5902	0.10924	5.8166e-002	5.5041e-002	
5903	0.11644	5.5916e-002	5.4403e-002	
5904	0.11632	5.9649e-002	5.6591e-002	
5905	0.11347	5.9429e-002	5.3921e-002	
5906	0.10807	5.8203e-002	5.9713e-002	
5907	0.10201	5.8481e-002	5.993e-002	
5908	0.10234	6.1539e-002	6.1611e-002	
5909	0.10721	6.4017e-002	6.2018e-002	
5910	0.10496	6.3205e-002	6.2123e-002	
5911	0.10539	5.9846e-002	5.6326e-002	
5912	0.10961	6.5382e-002	5.7858e-002	
5913	0.10347	6.5512e-002	6.0013e-002	
5914	0.10767	6.6076e-002	6.0606e-002	
5915	0.10962	6.1109e-002	5.5205e-002	
5916	0.10699	5.7354e-002	5.5146e-002	
5917	9.788e-002	5.9326e-002	6.0649e-002	
5918	9.3422e-002	5.7112e-002	5.9687e-002	
5919	0.10093	5.7632e-002	5.5364e-002	
5920	9.0235e-002	5.6625e-002	5.4797e-002	
5921	9.4799e-002	6.0891e-002	5.6932e-002	
5922	9.7088e-002	5.3662e-002	5.3919e-002	
5923	8.5022e-002	5.764e-002	5.9867e-002	
5924	8.1079e-002	6.0382e-002	6.1009e-002	
5925	8.1835e-002	5.7153e-002	5.4977e-002	
5926	7.6795e-002	5.9198e-002	5.6882e-002	
5927	0.13531	8.0052e-002	5.6999e-002	
5928	0.12926	7.6837e-002	5.9235e-002	
5929	0.13327	8.2296e-002	5.8116e-002	
5930	0.12905	7.891e-002	5.9656e-002	
5931	0.13128	8.2918e-002	5.9285e-002	
5932	0.13247	7.9008e-002	5.493e-002	
5933	0.12765	8.2064e-002	5.6868e-002	
5934	0.13657	8.352e-002	5.6631e-002	
5935	0.13577	8.0231e-002	5.3445e-002	
5936	0.13943	8.4746e-002	5.237e-002	
5937	0.14099	8.0437e-002	5.1399e-002	
5938	0.12089	7.4451e-002	6.1769e-002	
5939	0.12334	7.7001e-002	6.1579e-002	
5940	0.11898	7.5353e-002	6.2498e-002	
5941	0.12312	7.9075e-002	6.2e-002	
5942	0.12239	8.3165e-002	6.2801e-002	
5943	0.11868	7.8904e-002	6.3581e-002	
5944	0.11891	8.1012e-002	6.4077e-002	
5945	0.11879	7.8571e-002	6.3356e-002	
5946	0.11781	8.0079e-002	6.246e-002	
5947	0.12172	8.2229e-002	5.9212e-002	
5948	0.11992	7.7967e-002	6.0026e-002	
5949	0.12406	7.2296e-002	6.0176e-002	
5950	0.11971	7.0648e-002	6.1095e-002	
5951	0.12247	6.7958e-002	5.5433e-002	
5952	0.11719	6.9907e-002	5.7595e-002	
5953	0.12064	7.3262e-002	5.8623e-002	
5954	0.12004	6.5854e-002	5.7612e-002	
5955	0.1263	7.6919e-002	6.0407e-002	
5956	0.12492	7.0508e-002	5.5243e-002	
5957	0.12972	7.7016e-002	5.5681e-002	
5958	0.1249	8.0073e-002	5.7619e-002	
5959	0.12309	7.5812e-002	5.8433e-002	
5960	0.13186	0.1083	5.9825e-002	
5961	0.13176	0.1061	6.0206e-002	
5962	0.1312	0.1032	6.0692e-002	
5963	0.12917	0.10094	6.1803e-002	
5964	0.12486	0.10745	6.4765e-002	
5965	0.12756	0.10965	6.2753e-002	
5966	0.12711	0.10467	6.3097e-002	
5967	0.12592	0.10296	6.0108e-002	
5968	0.12979	0.11036	5.5989e-002	
5969	0.13075	0.10263	5.6285e-002	
5970	0.12589	0.11004	6.043e-002	
5971	0.13436	0.1077	5.8112e-002	
5972	0.13239	0.11196	5.3895e-002	
5973	0.13335	0.10423	5.4191e-002	
5974	0.1337	0.1026	5.8979e-002	
5975	0.13325	0.10203	5.4572e-002	
5976	0.13254	8.6386e-002	5.8917e-002	
5977	0.13373	8.2475e-002	5.4562e-002	
5978	0.13738	8.699e-002	5.3487e-002	
5979	0.12891	8.5532e-002	5.65e-002	
5980	0.13254	8.7561e-002	5.6457e-002	
5981	0.12382	0.12268	6.4708e-002	
5982	0.12507	0.12527	6.3037e-002	
5983	0.12044	0.13161	6.532e-002	
5984	0.11875	0.1265	6.8201e-002	
5985	0.12049	0.12497	6.7069e-002	
5986	0.11851	0.12331	6.3559e-002	
5987	0.12422	0.12539	6.0239e-002	
5988	0.11957	0.12888	6.0816e-002	
5989	0.11875	0.12799	6.5204e-002	
5990	0.12167	0.14272	5.8994e-002	
5991	0.11936	0.14435	6.0014e-002	
5992	0.11901	0.13932	6.3464e-002	
5993	0.11702	0.1433	6.2964e-002	
5994	0.1213	0.14164	5.6404e-002	
5995	0.11589	0.14249	6.0389e-002	
5996	0.12126	0.14511	5.7671e-002	
5997	0.12337	0.14467	5.599e-002	
5998	0.1232	0.14239	5.4061e-002	
5999	0.11638	0.15303	5.5212e-002	
6000	0.11683	0.1495	5.8188e-002	
6001	0.11168	0.15369	5.8766e-002	
6002	0.11449	0.14844	6.1139e-002	
6003	0.11309	0.15107	5.9952e-002	
6004	0.11463	0.14981	5.4544e-002	
6005	0.11178	0.15007	5.813e-002	
6006	0.11499	0.15279	5.328e-002	
6007	0.11766	0.15487	5.1885e-002	
6008	0.11666	0.15357	5.0806e-002	
6009	0.11661	0.14568	6.1641e-002	
6010	0.12106	0.1463	5.701e-002	
6011	0.11675	0.14705	5.5046e-002	
6012	0.12089	0.14403	5.5081e-002	
6013	0.11391	0.14731	5.8632e-002	
6014	0.11549	0.14488	5.9066e-002	
6015	0.12625	0.12141	6.2696e-002	
6016	0.12274	0.11352	6.5989e-002	
6017	0.12544	0.11572	6.3977e-002	
6018	0.12167	0.12112	6.6728e-002	
6019	0.12264	0.1179	6.6164e-002	
6020	0.11969	0.11946	6.3218e-002	
6021	0.1254	0.12154	5.9898e-002	
6022	0.12377	0.1161	6.1654e-002	
6023	0.12664	0.12413	5.8228e-002	
6024	9.5279e-002	0.16875	4.512e-002	
6025	8.8648e-002	0.17093	4.2241e-002	
6026	8.7793e-002	0.16908	4.7286e-002	
6027	9.3549e-002	0.16822	4.6473e-002	
6028	8.7565e-002	0.17064	4.3374e-002	
6029	9.0671e-002	0.16865	4.688e-002	
6030	8.9279e-002	0.16746	4.4959e-002	
6031	9.4285e-002	0.16692	4.2948e-002	
6032	9.1085e-002	0.16872	3.9845e-002	
6033	9.7577e-002	0.16683	4.7014e-002	
6034	0.10045	0.1664	4.6608e-002	
6035	9.8312e-002	0.16553	4.3488e-002	
6036	9.9674e-002	0.16442	5.0681e-002	
6037	9.8709e-002	0.16391	5.2245e-002	
6038	0.10608	0.15883	5.642e-002	
6039	9.8274e-002	0.16287	5.505e-002	
6040	0.10137	0.1608	5.7148e-002	
6041	0.10255	0.16399	5.0275e-002	
6042	9.6807e-002	0.1606	5.2685e-002	
6043	0.10327	0.16011	4.9377e-002	
6044	0.10275	0.15733	5.552e-002	
6045	7.7402e-002	0.17308	3.6444e-002	
6046	7.9205e-002	0.17267	3.8263e-002	
6047	7.3432e-002	0.17123	4.0608e-002	
6048	7.8463e-002	0.17109	4.2317e-002	
6049	7.4464e-002	0.17073	4.2318e-002	
6050	7.6516e-002	0.17014	4.3928e-002	
6051	7.8891e-002	0.17202	3.9795e-002	
6052	7.8349e-002	0.17187	4.0362e-002	
6053	7.7848e-002	0.1702	3.9442e-002	
6054	7.3482e-002	0.16939	3.7784e-002	
6055	8.01e-002	0.17363	3.4948e-002	
6056	7.8744e-002	0.17116	3.6127e-002	
6057	8.026e-002	0.17134	3.1419e-002	
6058	7.4873e-002	0.17123	2.9326e-002	
6059	7.4378e-002	0.17035	3.4469e-002	
6060	7.8029e-002	0.17321	2.7783e-002	
6061	4.5664e-002	0.16284	3.1763e-002	
6062	4.6593e-002	0.16212	3.6087e-002	
6063	4.5858e-002	0.16212	3.4464e-002	
6064	4.8157e-002	0.1639	3.4232e-002	
6065	4.5761e-002	0.16248	3.3114e-002	
6066	4.7173e-002	0.1614	3.3009e-002	
6067	4.8072e-002	0.16362	2.9513e-002	
6068	5.0238e-002	0.16192	3.4363e-002	
6069	5.1078e-002	0.16269	3.0292e-002	
6070	4.631e-002	0.16246	3.1087e-002	
6071	5.4791e-002	0.16639	3.8474e-002	
6072	5.6703e-002	0.16647	4.0974e-002	
6073	4.9886e-002	0.16273	4.0119e-002	
6074	5.0687e-002	0.16226	4.2537e-002	
6075	5.5883e-002	0.16459	4.4361e-002	
6076	5.145e-002	0.1645	3.8265e-002	
6077	5.7696e-002	0.16414	4.0933e-002	
6078	5.3531e-002	0.16252	3.8395e-002	
6079	5.3081e-002	0.16154	4.1952e-002	
6080	5.7581e-002	0.1678	3.8242e-002	
6081	5.7064e-002	0.16842	3.5626e-002	
6082	5.9431e-002	0.16676	3.4047e-002	
6083	5.8574e-002	0.16546	3.8201e-002	
6084	5.4409e-002	0.16385	3.5664e-002	
6085	5.5248e-002	0.16462	3.1594e-002	
6086	6.23e-002	0.16925	3.8811e-002	
6087	6.1851e-002	0.16821	4.1948e-002	
6088	5.8673e-002	0.166	4.4129e-002	
6089	5.8976e-002	0.1685	3.8126e-002	
6090	6.1344e-002	0.16684	3.6546e-002	
6091	6.0486e-002	0.16554	4.0701e-002	
6092	6.4658e-002	0.16958	4.0017e-002	
6093	6.6285e-002	0.17079	3.7483e-002	
6094	6.1783e-002	0.16987	3.6195e-002	
