Node	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
357	2.2317e-002	0.12266	4.7207e-002	25.054
358	2.1982e-002	0.11158	4.9299e-002	25.135
359	1.7976e-002	9.072e-002	5.1458e-002	25.11
360	2.0332e-002	0.10197	5.0752e-002	25.137
361	2.3887e-002	9.5406e-002	5.0984e-002	25.254
362	2.5696e-002	8.8529e-002	5.124e-002	25.309
363	3.0824e-002	8.2431e-002	5.1337e-002	25.485
364	5.4728e-002	5.8038e-002	5.2057e-002	26.109
365	7.2869e-002	3.8146e-002	5.0137e-002	25.657
366	0.12853	4.0934e-002	5.1108e-002	25.23
367	0.12723	3.3682e-002	5.0374e-002	25.077
368	0.13538	4.052e-002	4.9959e-002	25.092
369	0.12251	4.2045e-002	5.21e-002	25.388
370	0.11246	3.778e-002	5.1925e-002	25.427
371	0.10747	3.9329e-002	5.2111e-002	25.589
372	0.10125	3.9992e-002	5.2171e-002	25.723
373	9.0683e-002	4.2571e-002	5.2208e-002	25.978
374	0.14525	4.5903e-002	4.8873e-002	25.019
375	0.13749	6.1666e-002	5.3719e-002	25.522
376	0.14772	6.0552e-002	5.0115e-002	25.193
377	0.14409	6.5966e-002	5.1826e-002	25.389
378	0.14288	5.6683e-002	5.1327e-002	25.253
379	0.1475	0.11747	4.6362e-002	25.391
380	0.15164	0.12283	4.0898e-002	25.181
381	0.15247	0.10494	4.5618e-002	25.329
382	0.15876	0.10449	4.1633e-002	25.124
383	0.15426	8.8224e-002	4.7072e-002	25.275
384	0.13976	0.13606	4.5163e-002	25.306
385	0.13355	0.14919	4.1827e-002	25.165
386	0.11494	0.16678	3.4722e-002	24.994
387	0.12405	0.15875	4.0055e-002	25.102
388	9.9755e-002	0.17529	2.331e-002	24.796
389	9.6839e-002	0.17679	1.7371e-002	24.697
390	0.10562	0.17289	2.6646e-002	24.856
391	6.5949e-002	0.17712	1.0581e-002	24.556
392	6.0362e-002	0.17454	1.6604e-002	24.649
393	5.0494e-002	0.1692	2.1263e-002	24.71
394	4.7296e-002	0.16965	1.885e-002	24.647
395	4.5251e-002	0.16576	2.3522e-002	24.733
396	4.1036e-002	0.1635	2.4816e-002	24.73
397	3.7809e-002	0.15996	2.7593e-002	24.767
398	3.6635e-002	0.15741	2.9689e-002	24.805
399	3.3209e-002	0.15364	3.2375e-002	24.827
400	3.4459e-002	0.15644	3.0416e-002	24.793
401	2.9819e-002	0.14975	3.5044e-002	24.841
402	3.0096e-002	0.14274	3.9267e-002	24.972
403	2.8694e-002	0.13928	4.0902e-002	24.996
404	2.4901e-002	0.1342	4.3089e-002	24.978
405	2.3863e-002	0.12759	4.5536e-002	25.039
406	2.3272e-002	0.13033	4.4736e-002	24.99
407	2.4557e-002	0.12193	4.741e-002	25.127
408	2.4482e-002	0.12496	4.6398e-002	25.091
409	2.3049e-002	0.11724	4.8307e-002	25.123
410	2.1672e-002	0.10619	5.0193e-002	25.154
411	2.3307e-002	9.9605e-002	5.075e-002	25.228
412	2.6504e-002	9.2346e-002	5.0984e-002	25.351
413	3.0538e-002	8.6786e-002	5.1442e-002	25.508
414	3.1568e-002	7.916e-002	5.1157e-002	25.488
415	4.8723e-002	6.4093e-002	5.214e-002	26.061
416	4.6861e-002	6.6078e-002	5.2309e-002	26.031
417	3.5663e-002	7.1804e-002	5.1136e-002	25.57
418	6.7088e-002	5.1775e-002	5.2631e-002	26.258
419	7.4993e-002	4.8696e-002	5.3234e-002	26.266
420	0.13882	5.2052e-002	5.1532e-002	25.264
421	0.14053	4.6079e-002	5.0171e-002	25.105
422	0.13368	4.6493e-002	5.132e-002	25.263
423	0.12507	5.0309e-002	5.4143e-002	25.602
424	9.7014e-002	4.3713e-002	5.345e-002	25.98
425	8.2721e-002	4.4514e-002	5.2167e-002	26.1
426	0.14212	6.9985e-002	5.3309e-002	25.523
427	0.14759	7.531e-002	5.102e-002	25.405
428	0.14998	0.11121	4.599e-002	25.375
429	0.14628	9.3686e-002	5.1408e-002	25.608
430	0.14937	9.9315e-002	4.8513e-002	25.473
431	0.14522	8.3723e-002	5.2543e-002	25.593
432	0.15033	8.9768e-002	4.8978e-002	25.428
433	0.12737	0.14499	5.1966e-002	25.392
434	0.13237	0.14447	4.7487e-002	25.305
435	0.13476	0.13658	4.9642e-002	25.429
436	0.12855	0.14971	4.6306e-002	25.258
437	0.13967	0.11311	5.3544e-002	25.749
438	0.14091	0.12064	5.0431e-002	25.576
439	0.10487	0.16908	3.9814e-002	25.048
440	0.11163	0.16607	3.9639e-002	25.068
441	0.1214	0.15536	4.7789e-002	25.243
442	9.1735e-002	0.17676	1.8871e-002	24.724
443	0.10131	0.17234	3.3363e-002	24.952
444	6.9188e-002	0.17508	2.4416e-002	24.789
445	7.1893e-002	0.17672	1.7628e-002	24.684
446	7.6451e-002	0.17665	1.9424e-002	24.721
447	6.7884e-002	0.1766	1.5268e-002	24.64
448	4.9739e-002	0.16766	2.5477e-002	24.786
449	6.164e-002	0.17323	2.4495e-002	24.782
450	4.8341e-002	0.16872	2.0482e-002	24.686
451	4.3135e-002	0.16456	2.4144e-002	24.731
452	4.6411e-002	0.16552	2.5409e-002	24.778
453	3.9924e-002	0.1611	2.6932e-002	24.772
454	3.8703e-002	0.15866	2.9088e-002	24.815
455	3.5365e-002	0.15478	3.1735e-002	24.841
456	3.1922e-002	0.15078	3.4326e-002	24.858
457	3.4085e-002	0.15197	3.3715e-002	24.876
458	3.0637e-002	0.14779	3.6212e-002	24.889
459	3.1595e-002	0.14181	4.0545e-002	25.036
460	2.9291e-002	0.14464	3.8028e-002	24.917
461	2.8937e-002	0.13707	4.228e-002	25.049
462	2.7169e-002	0.13563	4.2532e-002	25.018
463	2.561e-002	0.13168	4.3985e-002	25.034
464	2.5433e-002	0.11907	4.8029e-002	25.187
465	2.3903e-002	0.10939	4.9491e-002	25.211
466	2.6192e-002	0.11624	4.8699e-002	25.245
467	2.445e-002	0.1018	5.0402e-002	25.263
468	2.4297e-002	0.1043	5.0178e-002	25.249
469	2.7213e-002	9.6169e-002	5.0871e-002	25.386
470	2.8306e-002	9.8218e-002	5.0953e-002	25.441
471	2.9774e-002	9.063e-002	5.1243e-002	25.498
472	3.6225e-002	7.9241e-002	5.1867e-002	25.735
473	3.2785e-002	8.4941e-002	5.1677e-002	25.614
474	5.243e-002	6.364e-002	5.3776e-002	26.235
475	5.8251e-002	6.4171e-002	5.7405e-002	26.491
476	4.1019e-002	7.1013e-002	5.1642e-002	25.84
477	4.4371e-002	6.9776e-002	5.2525e-002	26.009
478	3.4871e-002	7.5136e-002	5.1204e-002	25.588
479	3.4992e-002	7.7426e-002	5.1341e-002	25.634
480	6.2394e-002	5.8248e-002	5.5165e-002	26.437
481	0.13195	5.1181e-002	5.2837e-002	25.43
482	0.11289	5.0728e-002	5.6173e-002	25.993
483	0.11898	5.0518e-002	5.5158e-002	25.797
484	0.11018	4.5028e-002	5.4142e-002	25.798
485	0.10707	4.536e-002	5.4172e-002	25.891
486	0.10293	5.0507e-002	5.6872e-002	26.246
487	8.8636e-002	5.1841e-002	5.7044e-002	26.544
488	8.2939e-002	4.827e-002	5.424e-002	26.332
489	0.14367	7.6854e-002	5.2926e-002	25.573
490	0.13286	7.0535e-002	5.6799e-002	25.926
491	0.13128	5.5988e-002	5.3931e-002	25.59
492	0.14607	0.10902	4.9581e-002	25.546
493	0.14297	0.1034	5.2476e-002	25.725
494	0.12999	0.12918	5.7684e-002	25.713
495	0.12868	0.13708	5.4825e-002	25.558
496	0.13607	0.12867	5.2501e-002	25.571
497	0.12439	0.15017	4.9877e-002	25.323
498	0.13483	0.12114	5.5614e-002	25.77
499	0.10736	0.16458	4.6742e-002	25.163
500	0.11287	0.16382	4.3103e-002	25.124
501	0.11438	0.15997	4.7265e-002	25.214
502	9.2746e-002	0.17575	2.6004e-002	24.834
503	8.823e-002	0.17699	2.0218e-002	24.742
504	8.0088e-002	0.17596	2.6498e-002	24.831
505	8.1901e-002	0.17709	2.0465e-002	24.74
506	5.2115e-002	0.16749	3.1616e-002	24.881
507	5.7425e-002	0.17038	3.0279e-002	24.864
508	4.4138e-002	0.16385	2.5841e-002	24.779
509	4.2011e-002	0.16241	2.635e-002	24.776
510	4.0856e-002	0.16018	2.8575e-002	24.821
511	3.7518e-002	0.15615	3.1184e-002	24.853
512	3.9695e-002	0.15797	3.0804e-002	24.861
513	3.6274e-002	0.15352	3.3219e-002	24.893
514	3.2808e-002	0.14908	3.5638e-002	24.912
515	3.1497e-002	0.14602	3.7484e-002	24.942
516	3.3265e-002	0.14376	4.0585e-002	25.054
517	3.2382e-002	0.14468	3.8912e-002	25.
