Node	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
4792	3.2351e-002	8.7768e-002	5.2253e-002	25.616
4798	3.3897e-002	7.92e-002	5.1512e-002	25.601
4799	3.328e-002	7.8293e-002	5.1249e-002	25.558
4800	2.9742e-002	7.8474e-002	5.1179e-002	25.402
4801	3.2546e-002	7.9998e-002	5.138e-002	25.545
4802	3.1665e-002	7.7841e-002	5.1196e-002	25.475
4807	4.7792e-002	6.5086e-002	5.2225e-002	26.046
4808	4.9361e-002	6.3545e-002	5.2356e-002	26.072
4809	4.965e-002	6.398e-002	5.2549e-002	26.106
4810	4.9513e-002	6.4572e-002	5.2867e-002	26.123
4811	4.9047e-002	6.5068e-002	5.2909e-002	26.117
4816	4.5616e-002	6.7927e-002	5.2417e-002	26.026
4817	4.7037e-002	6.8888e-002	5.3982e-002	26.132
4818	4.8116e-002	6.6061e-002	5.2994e-002	26.102
4819	4.8029e-002	6.7094e-002	5.3649e-002	26.129
4823	3.8341e-002	7.1408e-002	5.1389e-002	25.694
4824	3.5267e-002	7.347e-002	5.117e-002	25.579
4825	3.6628e-002	7.3074e-002	5.1289e-002	25.639
4826	3.4627e-002	7.0068e-002	5.1053e-002	25.498
4827	3.7484e-002	7.2241e-002	5.1339e-002	25.666
4833	7.1041e-002	5.0236e-002	5.2932e-002	26.272
4834	6.4741e-002	5.5012e-002	5.3898e-002	26.366
4835	7.0509e-002	5.3763e-002	5.5027e-002	26.469
4836	6.8533e-002	5.4533e-002	5.4876e-002	26.458
4837	6.8353e-002	5.4484e-002	5.4722e-002	26.451
4844	7.8857e-002	4.6605e-002	5.2701e-002	26.194
4845	7.8966e-002	4.8483e-002	5.3737e-002	26.314
4846	7.4461e-002	5.2224e-002	5.5329e-002	26.466
4847	7.6448e-002	5.2117e-002	5.558e-002	26.493
4848	7.3521e-002	4.5034e-002	5.1861e-002	26.012
4852	0.13968	4.9065e-002	5.0852e-002	25.18
4853	0.13625	4.9272e-002	5.1426e-002	25.267
4854	0.13539	5.1616e-002	5.2185e-002	25.345
4855	0.13505	5.402e-002	5.2731e-002	25.414
4858	0.1371	4.6286e-002	5.0746e-002	25.18
4861	0.12938	4.8401e-002	5.2731e-002	25.421
4862	0.13281	4.8837e-002	5.2078e-002	25.345
4866	0.12851	5.0745e-002	5.349e-002	25.516
4867	0.12203	5.0414e-002	5.465e-002	25.7
4868	0.12818	5.3148e-002	5.4037e-002	25.607
4869	0.12407	5.5322e-002	5.5852e-002	25.812
4870	0.12153	5.292e-002	5.5505e-002	25.81
4877	9.9974e-002	4.711e-002	5.5161e-002	26.126
4878	9.2825e-002	4.7777e-002	5.5247e-002	26.271
4879	9.64e-002	4.7444e-002	5.5204e-002	26.208
4883	8.283e-002	4.6392e-002	5.3204e-002	26.217
4886	0.14485	7.2648e-002	5.2164e-002	25.467
4887	0.14289	7.342e-002	5.3117e-002	25.552
4888	0.13749	7.026e-002	5.5054e-002	25.712
4889	0.14058	7.3557e-002	5.399e-002	25.648
4893	0.1464	7.9517e-002	5.1781e-002	25.499
4894	0.14563	7.6082e-002	5.1973e-002	25.488
4899	0.14802	0.11011	4.7785e-002	25.46
4901	0.14782	9.65e-002	4.996e-002	25.54
4902	0.14575	8.8705e-002	5.1975e-002	25.612
4903	0.1483	9.1727e-002	5.0193e-002	25.517
4904	0.1437	9.0949e-002	5.3093e-002	25.712
4905	0.1454	9.5014e-002	5.1865e-002	25.647
4906	0.14397	9.3439e-002	5.2809e-002	25.707
4907	0.14577	9.5172e-002	5.1571e-002	25.631
4910	0.14772	0.10417	4.9047e-002	25.519
4911	0.14617	0.10136	5.0494e-002	25.6
4912	0.14681	9.9473e-002	5.0287e-002	25.581
4913	0.14732	9.7987e-002	5.0124e-002	25.563
4917	0.14778	8.6745e-002	5.0761e-002	25.513
4918	0.14444	8.0289e-002	5.2734e-002	25.586
4919	0.14213	8.0426e-002	5.3607e-002	25.69
4920	0.14317	8.5967e-002	5.366e-002	25.701
4921	0.14192	8.2499e-002	5.4028e-002	25.724
4929	0.12987	0.14473	4.9726e-002	25.351
4930	0.13107	0.14078	5.0804e-002	25.416
4931	0.12796	0.14735	4.9136e-002	25.328
4932	0.12803	0.14103	5.3395e-002	25.473
4933	0.12588	0.14758	5.0922e-002	25.36
4934	0.12659	0.14247	5.4195e-002	25.465
4935	0.1246	0.1476	5.2485e-002	25.381
4936	0.12547	0.14423	5.4309e-002	25.443
4937	0.12527	0.14542	5.3647e-002	25.419
4939	0.13357	0.14052	4.8564e-002	25.366
4940	0.13046	0.14709	4.6896e-002	25.284
4943	0.13172	0.13683	5.2233e-002	25.497
4944	0.13541	0.13263	5.1071e-002	25.503
4949	0.12497	0.15253	4.7047e-002	25.252
4950	0.12647	0.14994	4.8092e-002	25.292
4955	0.14029	0.11687	5.1987e-002	25.666
4956	0.14287	0.11106	5.1562e-002	25.65
4957	0.14132	0.10825	5.301e-002	25.748
4958	0.13725	0.11712	5.4579e-002	25.771
4959	0.13947	0.10871	5.4305e-002	25.818
4960	0.13547	0.11506	5.6553e-002	25.868
4961	0.13706	0.1115	5.5638e-002	25.874
4964	0.13849	0.12466	5.1466e-002	25.582
4965	0.13787	0.12089	5.3022e-002	25.677
4970	0.10825	0.16758	3.9726e-002	25.06
4971	0.10309	0.17071	3.6588e-002	25.002
4972	0.10612	0.16683	4.3278e-002	25.107
4973	0.10023	0.1702	3.9929e-002	25.043
4974	0.10317	0.16851	4.1604e-002	25.076
4979	0.10949	0.16533	4.3191e-002	25.118
4980	0.11225	0.16495	4.1371e-002	25.097
4983	0.12289	0.15276	4.8833e-002	25.283
4984	0.11789	0.15766	4.7527e-002	25.231
4985	0.12161	0.15279	5.0396e-002	25.303
4986	0.11972	0.15458	5.0263e-002	25.286
4987	0.11933	0.15564	4.9411e-002	25.266
4991	9.224e-002	0.17625	2.2438e-002	24.783
4992	8.9982e-002	0.17687	1.9545e-002	24.734
4995	9.7029e-002	0.17404	2.9684e-002	24.894
4996	9.8446e-002	0.17183	3.6704e-002	24.997
4997	9.7808e-002	0.17284	3.3465e-002	24.952
5002	7.0541e-002	0.1759	2.1022e-002	24.738
5003	7.282e-002	0.17587	2.192e-002	24.758
5004	6.8536e-002	0.17584	1.9842e-002	24.716
5005	6.5414e-002	0.17415	2.4456e-002	24.786
5006	7.4638e-002	0.17552	2.5457e-002	24.814
5007	6.9954e-002	0.17422	2.8717e-002	24.854
5008	6.7684e-002	0.17419	2.6586e-002	24.821
5014	7.4172e-002	0.17669	1.8526e-002	24.703
5015	6.9889e-002	0.17666	1.6448e-002	24.663
5019	7.8269e-002	0.17631	2.2961e-002	24.78
5020	7.9176e-002	0.17687	1.9945e-002	24.732
5025	4.8075e-002	0.16659	2.5443e-002	24.782
5026	5.0927e-002	0.16757	2.8546e-002	24.836
5027	4.8222e-002	0.16623	2.6998e-002	24.811
5028	4.8791e-002	0.16753	2.4608e-002	24.766
5032	5.9532e-002	0.1718	2.7387e-002	24.824
5033	6.2856e-002	0.17255	2.8072e-002	24.838
5034	6.3909e-002	0.17326	2.6626e-002	24.817
5038	4.8618e-002	0.16907	2.0269e-002	24.681
5039	4.7251e-002	0.16889	2.0092e-002	24.67
5040	4.8281e-002	0.16845	2.1057e-002	24.699
5043	4.3637e-002	0.1642	2.4992e-002	24.755
5044	4.2573e-002	0.16349	2.5247e-002	24.754
5045	4.308e-002	0.16502	2.3829e-002	24.719
5046	4.197e-002	0.16465	2.3983e-002	24.714
5049	4.5274e-002	0.16468	2.5625e-002	24.78
5050	4.6558e-002	0.16516	2.6964e-002	24.808
5051	4.6295e-002	0.16592	2.4557e-002	24.759
5052	4.7127e-002	0.16646	2.4574e-002	24.762
5055	4.0968e-002	0.16175	2.6641e-002	24.774
5056	4.039e-002	0.16064	2.7754e-002	24.796
5060	3.9779e-002	0.15942	2.8832e-002	24.818
5061	3.9199e-002	0.15831	2.9946e-002	24.838
5062	4.0305e-002	0.15933	2.9844e-002	24.842
5065	3.6442e-002	0.15547	3.1459e-002	24.847
5066	3.582e-002	0.15415	3.2477e-002	24.866
5067	3.6757e-002	0.15497	3.2343e-002	24.871
5070	3.3004e-002	0.15138	3.402e-002	24.867
5071	3.2365e-002	0.14993	3.4982e-002	24.883
5072	3.3463e-002	0.15078	3.4769e-002	24.892
5077	3.518e-002	0.15275	3.3467e-002	24.885
5078	3.4545e-002	0.15137	3.4463e-002	24.903
5079	3.5364e-002	0.15215	3.4385e-002	24.908
5082	3.1722e-002	0.14843	3.5925e-002	24.9
5083	3.1067e-002	0.1469	3.6848e-002	24.914
5084	3.201e-002	0.14765	3.6683e-002	24.924
5087	3.243e-002	0.14279	4.0565e-002	25.045
5089	3.1226e-002	0.14043	4.1384e-002	25.057
5090	3.2028e-002	0.14137	4.1403e-002	25.065
5095	3.0394e-002	0.14533	3.7756e-002	24.93
5096	3.0837e-002	0.14466	3.847e-002	24.956
5099	2.8053e-002	0.13635	4.2406e-002	25.034
5100	2.9897e-002	0.13806	4.2252e-002	25.063
5101	2.9611e-002	0.13663	4.3001e-002	25.082
5107	2.6389e-002	0.13365	4.3258e-002	25.027
5108	2.8727e-002	0.13591	4.3127e-002	25.065
5109	2.7869e-002	0.13492	4.3072e-002	25.053
5110	2.6435e-002	0.13589	4.244e-002	24.992
5115	2.5984e-002	0.13059	4.4505e-002	25.061
5116	2.709e-002	0.13295	4.3799e-002	25.061
5117	2.694e-002	0.13154	4.4467e-002	25.078
5121	2.5813e-002	0.11766	4.8364e-002	25.216
5122	2.6192e-002	0.12004	4.8129e-002	25.206
5123	2.6492e-002	0.11861	4.8487e-002	25.235
5127	2.4036e-002	0.1081	4.9675e-002	25.223
5128	2.4617e-002	0.11044	4.9384e-002	25.23
5129	2.5099e-002	0.10902	4.9673e-002	25.258
5132	2.6541e-002	0.11482	4.9026e-002	25.274
5133	2.6871e-002	0.1172	4.8822e-002	25.266
5134	2.7124e-002	0.11578	4.9225e-002	25.293
5135	2.5314e-002	0.11437	4.9012e-002	25.225
5139	2.4373e-002	0.10305	5.029e-002	25.256
5140	2.5794e-002	0.10143	5.047e-002	25.318
5141	2.5705e-002	0.10265	5.0436e-002	25.31
5144	2.4233e-002	0.10556	5.0019e-002	25.242
5145	2.5629e-002	0.1039	5.0324e-002	25.303
5146	2.58e-002	0.10506	5.0279e-002	25.306
5150	2.7759e-002	9.7193e-002	5.0912e-002	25.413
5151	2.8408e-002	9.5776e-002	5.1114e-002	25.444
5152	2.8845e-002	9.6729e-002	5.1365e-002	25.467
5153	2.6655e-002	9.649e-002	5.0919e-002	25.358
5156	2.7722e-002	9.9641e-002	5.0746e-002	25.41
5157	2.9392e-002	9.7753e-002	5.1407e-002	25.498
5158	2.8831e-002	9.9173e-002	5.1175e-002	25.472
5159	2.9702e-002	9.8706e-002	5.1758e-002	25.518
5160	2.7201e-002	9.7515e-002	5.0961e-002	25.382
5163	3.0351e-002	9.1584e-002	5.1442e-002	25.533
5164	3.0961e-002	9.0158e-002	5.1663e-002	25.56
5168	3.5608e-002	7.8334e-002	5.1604e-002	25.683
5169	3.6558e-002	8.0198e-002	5.2214e-002	25.771
5170	3.7386e-002	7.8781e-002	5.2258e-002	25.797
5171	3.755e-002	7.9729e-002	5.273e-002	25.825
5172	3.4875e-002	8.0038e-002	5.1735e-002	25.667
5173	3.5041e-002	8.0517e-002	5.1908e-002	25.683
5177	3.4006e-002	8.4475e-002	5.2035e-002	25.677
5178	3.315e-002	8.5901e-002	5.1973e-002	25.644
5182	5.2157e-002	6.4824e-002	5.4411e-002	26.263
5183	5.1215e-002	6.3318e-002	5.3174e-002	26.158
5184	5.1504e-002	6.3753e-002	5.3367e-002	26.192
5185	5.3886e-002	6.3773e-002	5.4683e-002	26.308
5186	5.1367e-002	6.4345e-002	5.3685e-002	26.209
5187	5.3749e-002	6.4365e-002	5.5001e-002	26.321
5190	6.0322e-002	6.121e-002	5.6285e-002	26.476
5191	6.1904e-002	6.383e-002	5.8458e-002	26.62
5192	6.0671e-002	6.6203e-002	5.9886e-002	26.628
5193	5.7615e-002	6.8053e-002	5.9703e-002	26.558
5194	5.6796e-002	6.4039e-002	5.6498e-002	26.436
5195	5.6659e-002	6.4631e-002	5.6816e-002	26.448
5196	5.6572e-002	6.5663e-002	5.7471e-002	26.472
5200	4.2695e-002	7.0394e-002	5.2083e-002	25.927
5201	4.0476e-002	7.2293e-002	5.1743e-002	25.843
5202	4.1678e-002	7.1818e-002	5.2134e-002	25.905
5203	4.1764e-002	7.1095e-002	5.2124e-002	25.892
5204	4.0163e-002	7.1845e-002	5.1592e-002	25.808
5207	4.5792e-002	7.0737e-002	5.409e-002	26.112
5208	4.344e-002	7.0477e-002	5.2566e-002	25.976
5209	4.4616e-002	7.0607e-002	5.3328e-002	26.045
5212	3.4931e-002	7.6281e-002	5.1273e-002	25.61
5213	3.6232e-002	7.474e-002	5.1323e-002	25.651
5214	3.646e-002	7.5774e-002	5.1546e-002	25.682
5215	3.3316e-002	7.583e-002	5.1219e-002	25.522
5218	3.6769e-002	7.7874e-002	5.1995e-002	25.742
5219	3.652e-002	7.6919e-002	5.1615e-002	25.71
5220	3.3376e-002	7.6975e-002	5.1288e-002	25.541
5225	6.5012e-002	5.9388e-002	5.6777e-002	26.575
5226	6.3976e-002	6.0868e-002	5.7337e-002	26.597
5227	6.6005e-002	5.772e-002	5.599e-002	26.537
5233	0.13162	5.3584e-002	5.3384e-002	25.507
5235	0.11594	5.0623e-002	5.5666e-002	25.895
5236	0.11154	4.7878e-002	5.5158e-002	25.896
5237	0.10998	4.8044e-002	5.5173e-002	25.952
5238	0.10791	5.0617e-002	5.6523e-002	26.132
5239	0.11543	5.3129e-002	5.652e-002	26.024
5240	0.11353	5.4031e-002	5.7249e-002	26.126
5241	0.11128	5.3219e-002	5.7353e-002	26.158
5246	0.11848	5.3025e-002	5.6012e-002	25.915
5250	0.10862	4.5194e-002	5.4157e-002	25.843
5251	0.11108	4.3136e-002	5.3371e-002	25.691
5256	0.105	4.7933e-002	5.5522e-002	26.069
5259	9.936e-002	5.084e-002	5.6915e-002	26.342
5260	0.1047	5.5601e-002	5.8882e-002	26.466
5261	0.10631	5.3109e-002	5.7703e-002	26.298
5262	0.10024	5.3387e-002	5.792e-002	26.465
5267	8.5788e-002	5.0056e-002	5.5642e-002	26.448
5268	9.2211e-002	5.1508e-002	5.7001e-002	26.494
5269	9.3094e-002	5.4055e-002	5.8006e-002	26.642
5270	8.4694e-002	5.4583e-002	5.8187e-002	26.703
5271	8.8965e-002	5.4899e-002	5.8725e-002	26.717
5275	8.0421e-002	5.1904e-002	5.6083e-002	26.53
5276	8.1845e-002	5.2797e-002	5.6784e-002	26.592
5280	0.14135	7.6992e-002	5.3799e-002	25.67
5282	0.13595	7.3832e-002	5.5735e-002	25.862
5283	0.13041	6.7985e-002	5.6989e-002	25.969
5284	0.13157	6.5767e-002	5.6219e-002	25.853
5285	0.13244	7.4682e-002	5.7642e-002	26.042
5286	0.12969	7.269e-002	5.8392e-002	26.122
5290	0.12718	5.8161e-002	5.5746e-002	25.802
5291	0.13078	5.8494e-002	5.4785e-002	25.682
5294	0.14452	0.10621	5.1028e-002	25.635
5298	0.14112	0.10385	5.3771e-002	25.8
5299	0.14287	0.1012	5.2856e-002	25.743
5300	0.14361	0.10151	5.2269e-002	25.709
5303	0.12933	0.13313	5.6254e-002	25.639
5304	0.13303	0.12892	5.5092e-002	25.647
5305	0.13241	0.12516	5.6649e-002	25.747
5306	0.12711	0.13206	5.9283e-002	25.701
5307	0.13031	0.12614	5.8153e-002	25.777
5308	0.12631	0.12785	6.1366e-002	25.811
5309	0.12874	0.12659	5.9354e-002	25.801
5311	0.13237	0.13288	5.3663e-002	25.577
5312	0.12645	0.13601	5.7854e-002	25.622
5313	0.12724	0.13852	5.5624e-002	25.55
5318	0.13545	0.12491	5.4057e-002	25.67
5323	0.1231	0.15019	5.144e-002	25.343
5328	0.13305	0.11908	5.7588e-002	25.866
5329	0.13273	0.12212	5.7118e-002	25.809
5332	0.11012	0.1642	4.4923e-002	25.146
5333	0.11087	0.16227	4.7004e-002	25.19
5334	0.10442	0.16626	4.5068e-002	25.135
5335	0.1088	0.16256	4.8626e-002	25.204
5336	0.10333	0.16597	4.6202e-002	25.15
5337	0.10543	0.16356	4.9869e-002	25.207
5338	0.10448	0.165	4.7149e-002	25.171
5342	0.11363	0.16189	4.5184e-002	25.168
5344	0.11375	0.15824	5.0771e-002	25.269
5345	0.11231	0.16025	4.8887e-002	25.231
5346	0.11582	0.15795	4.9149e-002	25.253
5349	9.0488e-002	0.17637	2.3111e-002	24.791
5350	8.9582e-002	0.1758	2.6128e-002	24.836
5351	9.0023e-002	0.17503	2.9889e-002	24.89
5352	9.3526e-002	0.17454	2.9786e-002	24.893
5356	8.5065e-002	0.17704	2.0342e-002	24.741
5357	8.7324e-002	0.17642	2.3235e-002	24.79
5359	8.0994e-002	0.17652	2.3482e-002	24.788
5360	8.3252e-002	0.1759	2.6375e-002	24.834
5361	8.3694e-002	0.17514	3.0136e-002	24.888
5362	7.5403e-002	0.17466	2.9758e-002	24.876
5363	7.9192e-002	0.175	2.9814e-002	24.88
5366	8.4159e-002	0.17647	2.3358e-002	24.789
5370	5.477e-002	0.16893	3.0947e-002	24.873
5371	4.941e-002	0.16615	3.0067e-002	24.86
5372	4.9721e-002	0.16567	3.2378e-002	24.894
5373	5.3014e-002	0.16628	3.641e-002	24.95
5374	5.3892e-002	0.1676	3.3679e-002	24.913
5375	5.0551e-002	0.16571	3.347e-002	24.911
5380	6.0749e-002	0.17112	3.0964e-002	24.879
5381	5.6547e-002	0.16905	3.3011e-002	24.904
5382	5.7942e-002	0.16975	3.2895e-002	24.902
5387	4.3075e-002	0.16313	2.6096e-002	24.778
5388	4.5421e-002	0.16433	2.718e-002	24.809
5389	4.3618e-002	0.16288	2.7003e-002	24.802
5395	4.1433e-002	0.16129	2.7463e-002	24.798
5396	4.2554e-002	0.16217	2.7258e-002	24.8
5400	4.1382e-002	0.16009	2.9588e-002	24.844
5401	4.1976e-002	0.16105	2.8371e-002	24.823
5405	3.8607e-002	0.15706	3.0994e-002	24.857
5406	3.7833e-002	0.15565	3.2068e-002	24.878
5408	4.0801e-002	0.15898	3.0702e-002	24.864
5409	3.8922e-002	0.15656	3.1878e-002	24.882
5410	4.0791e-002	0.15851	3.1839e-002	24.887
5411	3.9858e-002	0.15752	3.1842e-002	24.885
5415	3.7212e-002	0.15434	3.3085e-002	24.898
5416	3.6458e-002	0.15292	3.4137e-002	24.917
5417	3.7361e-002	0.15388	3.4133e-002	24.921
5420	3.3906e-002	0.14993	3.5425e-002	24.921
5421	3.3095e-002	0.1483	3.6395e-002	24.937
5422	3.4073e-002	0.14929	3.6335e-002	24.945
5425	3.194e-002	0.14535	3.8198e-002	24.971
5426	3.244e-002	0.14677	3.7319e-002	24.953
5430	3.2824e-002	0.14422	3.9749e-002	25.027
5431	3.2863e-002	0.14234	4.1423e-002	25.074
5432	3.3975e-002	0.14476	4.074e-002	25.059
5433	3.3534e-002	0.14331	4.1567e-002	25.079
5434	3.4154e-002	0.14429	4.1755e-002	25.081
5438	3.2882e-002	0.1461	3.8033e-002	24.982
5439	3.3533e-002	0.14522	3.9903e-002	25.033
5440	3.3282e-002	0.14567	3.8904e-002	25.01
5443	3.1659e-002	0.13999	4.2242e-002	25.086
5444	3.0572e-002	0.13762	4.2973e-002	25.096
5445	3.128e-002	0.13859	4.3077e-002	25.105
5446	3.1917e-002	0.13954	4.3236e-002	25.111
5451	2.6448e-002	0.12807	4.5563e-002	25.113
5452	2.7313e-002	0.13045	4.4987e-002	25.108
5453	2.7296e-002	0.12904	4.5609e-002	25.13
5457	2.7407e-002	0.12619	4.6682e-002	25.176
5458	2.7388e-002	0.12762	4.6145e-002	25.155
5461	2.725e-002	0.11957	4.8587e-002	25.256
5462	2.7652e-002	0.12195	4.8327e-002	25.242
5463	2.778e-002	0.12054	4.8816e-002	25.268
5467	2.7397e-002	0.12477	4.727e-002	25.195
5468	2.7436e-002	0.12336	4.785e-002	25.216
5472	2.5232e-002	0.10773	4.9857e-002	25.271
5473	2.5736e-002	0.10631	5.012e-002	25.299
5477	2.611e-002	0.11244	4.9314e-002	25.275
5478	2.5813e-002	0.11007	4.9566e-002	25.283
5479	2.6453e-002	0.11102	4.9694e-002	25.304
5480	2.4883e-002	0.11199	4.9301e-002	25.226
5484	2.7472e-002	0.11435	4.9552e-002	25.323
5485	2.7233e-002	0.11197	4.9732e-002	25.333
5486	2.7739e-002	0.11293	4.9966e-002	25.351
5487	2.5663e-002	0.11294	4.9339e-002	25.248
5491	2.7049e-002	0.10228	5.0504e-002	25.372
5492	2.8246e-002	0.1006	5.0968e-002	25.439
5493	2.7726e-002	0.10201	5.0658e-002	25.408
5499	3.0266e-002	9.396e-002	5.1499e-002	25.536
5500	3.0041e-002	9.6335e-002	5.1609e-002	25.53
5501	3.0631e-002	9.4914e-002	5.1803e-002	25.562
5503	3.1538e-002	9.1113e-002	5.1861e-002	25.599
5504	3.1293e-002	9.3492e-002	5.1944e-002	25.595
5505	3.1906e-002	9.2066e-002	5.2164e-002	25.625
5510	3.3157e-002	8.9219e-002	5.2574e-002	25.676
5511	3.2516e-002	9.064e-002	5.2386e-002	25.653
5512	3.334e-002	9.0176e-002	5.3013e-002	25.696
5516	3.606e-002	8.2583e-002	5.2477e-002	25.775
5517	3.7884e-002	8.0686e-002	5.3076e-002	25.861
5518	3.7058e-002	8.211e-002	5.3018e-002	25.831
5519	3.5374e-002	8.1474e-002	5.2254e-002	25.712
5523	3.4372e-002	8.5436e-002	5.2331e-002	25.712
5524	3.6227e-002	8.3538e-002	5.2935e-002	25.801
5525	3.5418e-002	8.4963e-002	5.2838e-002	25.772
5526	3.63e-002	8.4492e-002	5.3451e-002	25.818
5527	3.4543e-002	8.2901e-002	5.2171e-002	25.684
5531	3.384e-002	8.7806e-002	5.2667e-002	25.702
5532	3.4562e-002	8.6389e-002	5.2776e-002	25.735
5536	5.1709e-002	6.8073e-002	5.6357e-002	26.327
5537	5.1093e-002	6.5529e-002	5.432e-002	26.234
5538	5.0627e-002	6.6026e-002	5.4362e-002	26.227
5539	5.3475e-002	6.5549e-002	5.5636e-002	26.344
5540	5.054e-002	6.7058e-002	5.5018e-002	26.251
5541	5.3388e-002	6.6581e-002	5.6292e-002	26.366
5545	4.9374e-002	7.0918e-002	5.6661e-002	26.283
5546	4.8164e-002	7.4092e-002	5.785e-002	26.276
5547	4.6156e-002	7.3123e-002	5.5734e-002	26.178
5548	4.8206e-002	6.9903e-002	5.5322e-002	26.211
5549	4.5995e-002	7.1929e-002	5.4898e-002	26.147
5550	4.6038e-002	7.1567e-002	5.4893e-002	26.14
5555	3.8764e-002	7.3959e-002	5.1643e-002	25.777
5556	3.7821e-002	7.5378e-002	5.1665e-002	25.753
5557	3.845e-002	7.3511e-002	5.1492e-002	25.748
5560	7.3397e-002	5.9279e-002	5.9519e-002	26.784
5561	7.1421e-002	6.0049e-002	5.9368e-002	26.775
5562	7.0247e-002	6.1667e-002	6.0002e-002	26.806
5563	6.9212e-002	6.3148e-002	6.0562e-002	26.829
5564	7.1241e-002	6.e-002	5.9214e-002	26.771
5565	7.5384e-002	5.9173e-002	5.9771e-002	26.821
5566	7.6808e-002	6.0065e-002	6.0472e-002	26.887
5567	6.7978e-002	6.5521e-002	6.199e-002	26.845
5568	7.7136e-002	6.3123e-002	6.2152e-002	27.007
5569	7.0031e-002	6.7147e-002	6.362e-002	26.924
5570	7.5049e-002	6.4902e-002	6.3035e-002	27.009
5571	7.2795e-002	6.795e-002	6.4575e-002	27.011
5574	7.1953e-002	5.6521e-002	5.7273e-002	26.639
5575	7.5916e-002	5.5645e-002	5.7675e-002	26.672
5578	6.9797e-002	5.7242e-002	5.6968e-002	26.623
5581	0.12052	5.7933e-002	5.7214e-002	26.041
5582	0.12552	6.2884e-002	5.737e-002	26.026
5583	0.12667	6.0667e-002	5.66e-002	25.901
5584	0.11926	6.2138e-002	5.9017e-002	26.253
5585	0.11862	5.8835e-002	5.7942e-002	26.154
5586	0.12234	6.504e-002	5.8963e-002	26.231
5590	0.11608	5.6433e-002	5.7595e-002	26.147
5594	9.6668e-002	5.3721e-002	5.7963e-002	26.56
5596	0.13552	7.7979e-002	5.6577e-002	25.962
5597	0.13883	7.9202e-002	5.5092e-002	25.824
5602	0.12912	6.3217e-002	5.641e-002	25.883
5603	0.12479	6.759e-002	5.8773e-002	26.211
5604	0.12724	7.014e-002	5.8583e-002	26.174
5611	0.14102	0.10165	5.4152e-002	25.819
5612	0.13815	9.8505e-002	5.604e-002	25.965
5613	0.13686	0.10711	5.6399e-002	25.945
5614	0.13676	0.10491	5.678e-002	25.975
5615	0.13621	0.102	5.7266e-002	26.028
5620	0.13991	9.5849e-002	5.5125e-002	25.89
5621	0.14351	9.9315e-002	5.2649e-002	25.722
5622	0.14365	9.767e-002	5.278e-002	25.72
5623	0.14221	9.6096e-002	5.3724e-002	25.786
5627	0.13909	9.0456e-002	5.5895e-002	25.917
5628	0.13578	8.9232e-002	5.738e-002	26.071
5629	0.13509	9.6199e-002	5.8239e-002	26.109
5630	0.13306	9.3944e-002	5.9349e-002	26.204
5631	0.13379	8.9854e-002	5.8549e-002	26.171
5632	0.13935	9.2946e-002	5.5611e-002	25.914
5636	0.13987	8.4744e-002	5.5146e-002	25.84
5637	0.13783	8.6988e-002	5.6263e-002	25.957
5638	0.14139	9.0702e-002	5.4494e-002	25.814
5640	0.12501	0.13745	5.8653e-002	25.608
5641	0.12343	0.13074	6.2965e-002	25.781
5642	0.122	0.13845	6.111e-002	25.62
5643	0.12124	0.13581	6.3237e-002	25.682
5648	0.12279	0.14096	5.8881e-002	25.556
5649	0.12469	0.14172	5.6538e-002	25.513
5651	0.11826	0.15124	5.5345e-002	25.38
5652	0.11993	0.15201	5.287e-002	25.344
5653	0.12039	0.14848	5.5847e-002	25.417
5654	0.12249	0.14804	5.4166e-002	25.401
5658	0.13095	0.12006	5.9093e-002	25.903
5659	0.13026	0.11186	6.0741e-002	26.096
5660	0.13287	0.11346	5.8647e-002	25.985
5661	0.12814	0.11792	6.1965e-002	26.012
5662	0.12938	0.12051	6.0294e-002	25.932
5663	0.12857	0.11482	6.1575e-002	26.079
5667	0.12906	0.12355	5.9824e-002	25.867
5669	9.8526e-002	0.16963	4.1719e-002	25.069
5670	9.144e-002	0.17282	3.6909e-002	24.989
5671	9.4943e-002	0.17232	3.6807e-002	24.995
5672	9.3416e-002	0.17073	4.2312e-002	25.063
5673	9.7444e-002	0.16934	4.2853e-002	25.084
5674	9.0812e-002	0.17152	3.9973e-002	25.036
5677	0.10039	0.16765	4.4527e-002	25.118
5679	0.11169	0.15852	5.2393e-002	25.281
5680	0.11392	0.15438	5.5981e-002	25.352
5681	0.11559	0.15516	5.3507e-002	25.321
5682	0.10832	0.15952	5.3636e-002	25.284
5683	0.1109	0.15582	5.7061e-002	25.345
5684	0.1152	0.15622	5.2655e-002	25.302
5691	0.10687	0.16154	5.1752e-002	25.246
5695	8.6858e-002	0.17508	3.0013e-002	24.89
5699	9.0803e-002	0.17382	3.3671e-002	24.945
5700	8.2798e-002	0.17418	3.3451e-002	24.934
5701	8.6672e-002	0.17302	3.6838e-002	24.984
5702	8.4601e-002	0.17377	3.527e-002	24.958
5709	6.7395e-002	0.17261	3.2333e-002	24.905
5710	6.8449e-002	0.17333	3.0887e-002	24.884
5711	7.3612e-002	0.17274	3.6388e-002	24.964
5712	7.4508e-002	0.1737	3.3073e-002	24.922
5713	6.7912e-002	0.17199	3.4949e-002	24.941
5714	6.9091e-002	0.17216	3.5552e-002	24.949
